ID	StromalScore	ImmuneScore	ESTIMATEScore	TumorPurity	CancerType
TCGA-OR-A5LM-01A	-1092.44712756406	-297.455387012126	-1389.90251457619	0.920684528451659	ACC
TCGA-PK-A5HA-01A	106.615374804006	918.053328135981	1024.66870293999	0.727999644735703	ACC
TCGA-OR-A5JF-01A	-859.39954242813	-671.714707019777	-1531.11424944791	0.928576556263734	ACC
TCGA-OR-A5LH-01A	-1049.86486505058	125.623831118594	-924.241033931986	0.891876343574762	ACC
TCGA-OR-A5K1-01A	-602.589311270743	131.96437083889	-470.624940431853	0.859806911861103	ACC
TCGA-OR-A5LN-01A	-481.653796053901	1115.12791980095	633.474123747045	0.766145894984437	ACC
TCGA-OR-A5LE-01A	-1642.41188492465	-1124.23551758536	-2766.64740251001	0.980289370458698	ACC
TCGA-OR-A5L3-01A	-1042.04828531191	-238.010071635593	-1280.0583569475	0.914271864657683	ACC
TCGA-OU-A5PI-01A	-528.559637753411	-702.467834748468	-1231.02747250188	0.911332630671788	ACC
TCGA-OR-A5K8-01A	-1014.69269772258	-325.523325234785	-1340.21602295736	0.917813397026325	ACC
TCGA-OR-A5K0-01A	-1440.5520437983	-556.214847453844	-1996.76689125214	0.951756847476423	ACC
TCGA-OR-A5KY-01A	-392.193610429718	-139.911057261062	-532.10466769078	0.864379926869447	ACC
TCGA-OR-A5J9-01A	-940.584933007991	-600.290907863013	-1540.875840871	0.929107406327113	ACC
TCGA-OR-A5J1-01A	-981.949219446952	-148.034008831393	-1129.98322827834	0.905126661786104	ACC
TCGA-OR-A5J5-01A	-1528.65316625319	-551.025853415058	-2079.67901966825	0.955420837155115	ACC
TCGA-OR-A5L6-01A	-747.110740521319	248.884440114413	-498.226300406906	0.861868653766642	ACC
TCGA-OR-A5LP-01A	173.159104604981	481.744635361494	654.903739966475	0.764120523261749	ACC
TCGA-OR-A5K9-01A	-947.580531578035	-722.545027732315	-1670.12555931035	0.935955942136009	ACC
TCGA-OR-A5J7-01A	-1082.66336116789	-622.992209789807	-1705.65557095769	0.937779634105591	ACC
TCGA-PK-A5H9-01A	-260.780951956836	189.904584768644	-70.8763671881927	0.828381949892375	ACC
TCGA-OR-A5LR-01A	-546.173611317254	-22.8722752797922	-569.045886597046	0.867093872766685	ACC
TCGA-OR-A5JK-01A	-192.995575854055	1394.70677173974	1201.71119588568	0.709939190906474	ACC
TCGA-OR-A5J6-01A	-607.039376867776	562.609623137499	-44.4297537302773	0.826201126549882	ACC
TCGA-OR-A5LL-01A	-948.172958732176	-444.625500668845	-1392.79845940102	0.920850361538747	ACC
TCGA-OR-A5K3-01A	-893.374254361722	264.460023419897	-628.914230941825	0.871438019979139	ACC
TCGA-OR-A5J3-01A	-1181.93556541821	-647.256618987704	-1829.19218440591	0.943921704055388	ACC
TCGA-OR-A5L5-01A	144.120300160909	715.925783131652	860.046083292561	0.744352260123014	ACC
TCGA-FD-A3SS-01A	-958.718224093806	-406.527065853809	-1365.24528994761	0.919265823959406	BLCA
